film_id,usuario,pelicula,puntuacion,resena
andor-a-disney-day-special-look,followtheblind,Andor: A Disney+ Day Special Look,,"Review of Andor: Season 1, the most explicitly left-wing show you are likely to ever see come from anywhere outside of China.Spoilers below.While Andor has received near-universal praise and wears its left-wing badge on its sleeve proudly (Diego Luna was involved with the Zapatistas in his youth, and the robbery of the Imperial garrison was inspired directly by the1907 Tiflis Bank Robberyorganized in part by Vladimir Lenin and Joseph Stalin, according to the show's creator) –…"
the-grapes-of-wrath,followtheblind,The Grapes of Wrath,8.0,"Pretty hard to watch this and come away not understanding why John Steinbeck was a card-carrying communist.Even harder to fathom how people can read this, and not be:The works of the roots of the vines, of the trees, must be destroyed to keep up the price, and this is the saddest, bitterest thing of all. Carloads of oranges dumped on the ground. The people came for miles to take the fruit, but this could not be. How would…"
star-wars-episode-iii-revenge-of-the-sith,hewasthrfriendd,Star Wars: Episode III – Revenge of the Sith,6.0,I feel like he was pretty evil the whole time idk why literally everyone was surprised ? Padme has to be one of the worst written characters I’ve ever seen lol come onnn girl. at least this one was entertaining though
sinners-2025,hewasthrfriendd,Sinners,5.0,the way this builds is sooo crazy the entire last hour or so had my heart racing. & that dance scene in the middle was incredible - exciting to see cinema that feels so fresh and new again.Interview with the Vampire fans - LOCK IN.
ran,thegaychingy,Ran,9.0,I’ve never seen that many horses in a film before….terrifying
johnny-guitar,thegaychingy,Johnny Guitar,5.0,"I know Mercedes McCambridge is literally the demon inThe Exorcist, but i think the role she plays in this film is way scarier. Scariest movie villain.Also, crazy they named the movie after the least interesting character. Shoulda named it after that kid Turkey. Turkey Guitar."
only-angels-have-wings,thegaychingy,Only Angels Have Wings,9.0,"Imagine you are a pilot meeting a woman as beautiful as Jean Arthur and winning her company in a coin toss and then getting to buy you and her some steak dinners with your pilot money, but then Cary Grant tells you to fly a plane and its too foggy so you crash and die trying to rush back to the steak and the beautiful woman and then Cary Grant just starts eating your steak. That’s my dream."
love-letter,thegaychingy,Love Letter,5.0,"The first time i ever watched this i wasnt paying very close attention to the accents or plot and was like 40 minutes in not realizing the lead actress is playing two different characters who look exactly alike but have never met. I just thought she was changing outfits and having a weird conversation with herself i couldnt keep up with and just never finished. dumbassanyway, this is the best Shunji Iwai film I’ve seen so far. Also maybe…"
the-man-who-shot-liberty-valance,thegaychingy,The Man Who Shot Liberty Valance,8.0,"Guy who missed the opening and didn’t see the title: *90 minutes in* gee, somebody really oughta shoot this Liberty Valance fellaSame guy: *95 minutes in* hey alright!!!!"
shall-we-dance-1996,thegaychingy,Shall We Dance?,5.0,A film about craving grace and taking a step towards what you want and then you make mistakes and you keep making mistakes and you get discouraged but you want to be better so you keep going  and you are figuring it out and doing things better but no you are still making mistakes but you eventually you’re there because you love it and you have it in you to keep stepping and breathing and holding until you are gliding and flying into that grace.
paranoia-agent,thegaychingy,Paranoia Agent,,The very best. Wish it were me.
shaun-of-the-dead,hugefilmguy,Shaun of the Dead,7.0,I too would go to the bar with my mom
children-of-men,hugefilmguy,Children of Men,9.0,Gets better each time
sinners-2025,hugefilmguy,Sinners,8.0,Hell yea
inglourious-basterds,hugefilmguy,Inglourious Basterds,5.0,Power of cinema
conclave,hugefilmguy,Conclave,5.0,Fat chance
in-bruges,hugefilmguy,In Bruges,8.0,Ok So Collin is a piece of shit but this movie is fucking cool and just a tidy tragedy
the-master-2012,simonramshaw,The Master,5.0,"Credit to the brilliant team at The Next Picture Show for doing their due diligent research and pairing up Andrew DeYoung'sFriendshipfor comparison withThe Master, all from the note that was sent to Tim Robinson with the former film's screenplay, saying that the script was written with him in mind and that, if it were to be made, it was going to be pitched like Paul Thomas Anderson's dysfunctional, tragic homoerotic bromance/satire/grand epic love-hate story. And what a…"
nowhere,simonramshaw,Nowhere,7.0,"Had no idea how much I was enjoying this from moment to moment, despite the obvious pleasures (a Leo-pointingly-stacked cast, barmy production design, uncut strength of vision). I'm not sure Araki's sense of humour is one I find an awful lot to get lost in, yet I do appreciate that the dialogue here is like a rat-tat-tat machine gun, likeWest Side Storyif the Jets and Sharks called each other""buttheads""or suchlike. And it's a milder, sweeter experience…"
the-encampments,simonramshaw,The Encampments,8.0,"The straight-facedness of this still-happening documentary gave me quite a lot to think about, while reaffirming the moral stance I'm taking on this conflict because that's pretty much the only way to look at it if you're not subscribing to structures of power designed to oppress and erase. I'm seeing a lot of people calling this 'one-sided', and while I can't disagree with that, I don't think that's a bad thing in the slightest. The inhumanity of the ongoing slaughter…"
evil-dead-ii,simonramshaw,Evil Dead II,9.0,pop splat eek argh squish noooooo
y-tu-mama-tambien,simonramshaw,Y Tu Mamá También,9.0,"Crushing and vivid portrayal of those last few blissful moments of ignorance before the weight of the entire world in all its evil and cruelty comes cascading down over your body and soul, perhaps made all the more hilarious by the fact I just finishedAndorand had little idea what a young Diego Luna looks, acts and sounds like."
sorry-baby-2025,flynnslicker,"Sorry, Baby",9.0,"I cried at the end because I miss my cat so bad. Eva Victor, your mind."
sentimental-value-2025,flynnslicker,Sentimental Value,5.0,I love my dad I love my sisters I love this movie I feel so sentimental
all-too-well-the-short-film,caityperrie,All Too Well: The Short Film,5.0,that spider-man kiss LMAOOOOO j*ke the snake you're done
the-insider,caityperrie,The Insider,6.0,michael mann could literally point a camera at a rock for three hours and i’d be all in
training-day,caityperrie,Training Day,4.0,was this a fever dream
citizen-kane,caityperrie,Citizen Kane,,jonathan groff voice: david fincher this is for you
the-queens-gambit,caityperrie,The Queen's Gambit,9.0,what if chess but sexy?
dazed-and-confused,caityperrie,Dazed and Confused,6.0,this is a horror movie
badlands,caityperrie,Badlands,9.0,"young martin sheen HOT?!,!?.!.!.,"
black-swan,caityperrie,Black Swan,5.0,how about i **** vincent cassel for you
the-social-network,caityperrie,The Social Network,5.0,surprise bitch bet you thought you’d seen the last of me
jurassic-park,vontrapp,Jurassic Park,,"We all watch movies to experience violent spectacle without consequence. This is one of the best of its kind because it’saboutan audience that experiences violent spectaclewithconsequence. A handful of earnest adventure, then the two kids get their shit rocked by a T-Rex and it’s totally awesome.My first favorite movie <33"
mission-impossible-fallout,vontrapp,Mission: Impossible – Fallout,8.0,"What do we even watch movies for, if not for this?"
sinners-2025,vontrapp,Sinners,5.0,"In a perfect world there was an Endgame-level applause and uproar over Hailee Steinfeld bringing back the word COOZEFeels like three different movies Frankensteined together. Not quite cohesive and not quite polished (action blocking, anyone?) and I’m not really sure what’s up with the editing here, but the inspired moments are worth its weight in gold. Delroy Lindo MVP as always."
star-wars-episode-iii-revenge-of-the-sith,vontrapp,Star Wars: Episode III – Revenge of the Sith,8.0,"Somewhere at some point in time, Lucas responded to the criticism of his movies’ acting by saying he views performance as “a soundtrack to the spectacle.” His actors don’t operate as characters, but rather instruments in a greater sensory symphony. The performances are certainly distracting, but what makesRevenge of the Sithso fascinating is that despite it all, it remains supremely affecting. What Phillip Glass is toKoyaanisqatsiis what John Williams is to this; he creates an astounding…"
how-to-train-your-dragon-2025,diegogiumm,How to Train Your Dragon,8.0,i sense a future white boy of the month
the-hunger-games-catching-fire,hollynovak,The Hunger Games: Catching Fire,5.0,it’s me and catching fire forever
the-hunger-games-catching-fire,hollynovak,The Hunger Games: Catching Fire,5.0,no better way to ring in 18 than watching my taurus bff♉️🩵
how-to-train-your-dragon-2025,josiahcoops,How to Train Your Dragon,6.0,"We have had many live action remakes stray from its original and make changes that hinder the film. I’m struggling with this as it’s literally the same thing, so of course the story is great but kinda an obvious money grab. It plays it safe and hits the right beats but I didn’t quite buy into the human x dragon relationships like I did in the original. Looks good, but looks even better animated. Not really needed but had an enjoyable time. Score is an all timer"
the-apartment,josiahcoops,The Apartment,9.0,Picturehouse Mystery Movie Marathon #3I was convinced I would sleep through whatever movie 3 would be but this just gave me life. Wilder is a genius and this was just a blast from minute one. Bring on the last movie!
his-motorbike-her-island,zascmo,"His Motorbike, Her Island",9.0,"I want us to be the wind.Love, like every emotion, is a fading feeling. Ig comes into our lives like a strong breeze, and often, it disappears just as suddenly, silently, and invisibly. Ko and Miyo are on a 750cc summer tour, driving like hell to capture something, even if it kills them. Sometimes the journey is strange, and sometimes it's cruel, but the ride is beautiful, magical. I basically clapped like a seal every time the color palette…"
serpico,zascmo,Serpico,8.0,The family crest is a sheepdog pissing into a gondola.Lumet
killer-of-sheep,zascmo,Killer of Sheep,7.0,"Bleak Week, Day 7 (Part 1)Not a damn thing but hot air.The key tool in Burnett's arsenal, which he wields like a sledgehammer, is the neighborhood full of kids. They give the film its spark of life, chucking rocks and riding bikes, laughing and joyful amid their circumstances in LA. But for the weary protagonist he must just see more sheep, helpless and happy because they don't understand the brutal end they're marching toward. Overall the movie is…"
the-straight-story,zascmo,The Straight Story,7.0,"Did you ride that thing all the way out here to see me?As Lynch fare goes,The Straight Storyis airy and light, sweet, but also a flavorful mix of salty, bitter, even sour. Wonderful lead turn adds so much dimension to the journey and all the people we meet along the way. There is no more Iowan movie concept than a man riding a John Deere mower across the fields to the Mississippi River.Lynch|Celluloid"
synecdoche-new-york,zascmo,"Synecdoche, New York",5.0,"Bleak Week,Day 4None of us has much time.Before heading to this screening of a movie that once meant so much to me, I had a conversation with my friend who hates it. Whether revisiting it or reconsidering it in my memory, it isn't difficult to understand why someone would have that reaction. For all the mumbling about Caden's play being expansive like life itself, the movie is the singular brain worm of our most neurotic auteur. Every…"
m,zascmo,M,5.0,"Mind Games,Part 3Endless streets, I want to escape.The city is a labyrinth of daggers. Around each narrow corner awaits another jagged point, poised to draw blood. InMind Games,Adam Nayman offers plenty of supplementary material to go along with his analysis of the Fincher filmography, and he nodded this Lang masterpiece as both a blueprint and an accompaniment forSe7en.I have to admit, I find the pairing a little dubious, because in my mind it…"
made-in-hong-kong,bishoyy,Made in Hong Kong,5.0,"“If we die young, we remain forever young.”"
la-confidential,bishoyy,L.A. Confidential,7.0,cool
days-of-heaven,bishoyy,Days of Heaven,9.0,“Nobody’s perfect. There was never a perfect person around. You just have half-angel and half-devil in you.”
ponyo,bishoyy,Ponyo,8.0,one of thepurestfilms ever.
in-the-mood-for-love,bishoyy,In the Mood for Love,5.0,"every time someone asks me why I love cinema, I think ofIn the Mood for Love."
la-la-land,bishoyy,La La Land,5.0,“i’m always gonna love you”“i’m always gonna love you too”
landscape-in-the-mist,bishoyy,Landscape in the Mist,9.0,"“if I were to scream, who would hear me out of the armies of angels?”"
harakiri,bishoyy,Harakiri,9.0,"“How many have died needlessly, only to uphold a hollow ideal?”"
inglourious-basterds,mirandahobbes,Inglourious Basterds,8.0,finally watching this and having to let the most insufferable men i know have their win because it really is that good...
anatomy-of-a-fall,mirandahobbes,Anatomy of a Fall,8.0,sandra hüller the actress that you are… i don’t think my eyes left the screen once. phenomenal.
superbad,mirandahobbes,Superbad,8.0,now why was this not given a spin-off or sequel centred on seth rogen and bill hader?
center-jenny,mirandahobbes,Center Jenny,8.0,kinda the most significant piece of aubrey plaza's filmography
the-empire-strikes-back,m__ollymac,The Empire Strikes Back,9.0,once you find out that yoda and miss piggy are voiced by the same person u cannot unhear it.........
how-to-train-your-dragon-2025,m__ollymac,How to Train Your Dragon,8.0,seeing thetest drivesequence in live-action with the same soaring score must be what doing hard drugs feels like
sinners-2025,m__ollymac,Sinners,9.0,"michael B jordan plays one of the twins hotter than the other. and that’sacting, baby"
star-wars-episode-iii-revenge-of-the-sith,m__ollymac,Star Wars: Episode III – Revenge of the Sith,9.0,manosphere: the movie
sing-sing-2023,m__ollymac,Sing Sing,6.0,colman domingo i'm sorry the academy doesn't get you like i do
flow-2024,m__ollymac,Flow,4.0,glen powell i love your work
conclave,m__ollymac,Conclave,5.0,the real housewives of vatican city
the-wild-robot,m__ollymac,The Wild Robot,8.0,i would recognise the dulcet tones of JACKIE DAYTONA anywhere
the-brutalist,m__ollymac,The Brutalist,7.0,four-hour movie about architecture? call this the brutal-est thing i've had to sit thru
the-gleaners-and-i,man_out_of_time,The Gleaners and I,8.0,Four stars and a heart-shaped potato like.Thanks be to God for the pudding bowl-haired feminist creatives!Number 67 in my52 Films by Women in 2025challenge.
doctor-who-remembrance-of-the-daleks,man_out_of_time,Doctor Who: Remembrance of the Daleks,5.0,"Outside the Blue Box is a series crossing the main Geek Show site and the Patreon looking at what the stars, writers and directors of Doctor Who get up to outside the show.OnThe Geek Showtoday, I'm taking a look at a 1990 Casualty episode called Results written by Ben Aaronovitch and directed by Andrew Morgan, who had previously worked together on Remembrance of the Daleks in 1988.Read ithereYou can also read the first in this Casualty series, my interview with Andrew Cartmel, script editor of the McCoy era of Who and Series Five of Casualty,here"
you-hide-me,man_out_of_time,You Hide Me,7.0,Fuck the British Museum.
sinners-2025,erinlindsayy,Sinners,9.0,Best film of the year and it’s not even fucking close
rye-lane,tylot_lantern,Rye Lane,5.0,"Too visually experimental and the choices felt forced rather than natural. Stylistically it wasn’t my thing, but the music shuffle scene was funny."
how-to-train-your-dragon-2025,ceryslovesfilm,How to Train Your Dragon,7.0,"was initially very skeptical about a live-action remake for so many reasons; technology hasn’t improved substantially enough since the original to justify its existence in that regard, and, as far as i’m aware, this is pretty much a shot-for-shot remake. however, this film might be more relevant than it ever has been, and i’m hopeful that this remake will introduce the story to new audiences. the tech is impressive and the lead performances are great, mason thames & nico parker have…"
boogie-nights,ceryslovesfilm,Boogie Nights,5.0,almost famous evil cousin
the-birdcage,aspecht,The Birdcage,9.0,My favorite part of our nearly sold out screening? It becoming an audience participation screening with everyone loudly booing Val. As he deserves.
how-to-train-your-dragon-2025,aspecht,How to Train Your Dragon,7.0,Is the original better? Yes.Is it pretty much a shot for shot remake? Yes.Did it feel like a love letter to the original and manage to capture a lot the spirit and recreate iconic shots/scenery beautifully? Yes.Most importantly: did it still make me cry all the happy tears during the test drive scene? …..Maybeeeee.
sing-sing-2023,aspecht,Sing Sing,7.0,"I don’t care if it’s cliché, I love an audition montage. So much.And this one is especially great."
pride-2014,aspecht,Pride,9.0,🎵 Every woman is a lesbian at heart! 🎵
lilo-stitch,aspecht,Lilo & Stitch,9.0,"“This is my family. I found it all on my own. It's little, and broken. But still good. Yeah. Still good.”Was gonna go see the live action remake - decided to stick with the original instead.Forever standing by David as one of the greatest  Disney men."
how-to-train-your-dragon,muaddibnelson,How to Train Your Dragon,5.0,"“This is Berk. It snows nine months of the year, and hails the other three. Any food that grows here is tough and tasteless. The people that grow here are even more so. The only upsides are the pets. While other places have ponies or parrots… we have… dragons.”- Hiccup Horrendous Haddock IIIChris Sanders and Dean DeBlois’How to Train Your Dragonis a animated fantasy film. The film is based on the 2003 novel of the same…"
dinner-in-america,muaddibnelson,Dinner in America,5.0,"“That was tits.”- Simon / “John Q”Adam Carter Rehmeier’sDinner in Americais a coming of age dark comedy film. The film follows a punk rock singer on the run and a young woman obsessed with his band unexpectedly cross paths. The film stars Kyle Gallner, Emily Skeggs, Griffin Gluck, Pat Healy, Mary Lynn Rajskub, David Yow, Hannah Marks, Nick Chinlund, and Lea Thompson.The film’s ensemble cast led by the duo of Gallner and Skeggs all…"
moonlight-2016,muaddibnelson,Moonlight,5.0,"“At some point, you gotta decide for yourself who you gonna be. Can’t let nobody make that decision for you.”- JuanBarry Jenkins’Moonlightis a coming-of-age drama film. This is Janelle Monaé and Jharrel Jerome’s feature film debuts. The film is based on the unpublished semi-autobiographical playIn Moonlight Black Boys Look Blueby Tarell Alvin McCraney. The film is told through three stages in the life of the main character: his childhood, adolescence, and early adult life.…"
another-round,chatterb0xd,Another Round,8.0,the masculine urge to get blackout drunk instead of feeling emotions
the-celebration,chatterb0xd,The Celebration,9.0,not exactly the kind of celebration i had in mind
the-good-the-bad-and-the-ugly,chatterb0xd,"The Good, the Bad and the Ugly",5.0,fact is leone couldn't have done it without morricone
blow-out,chatterb0xd,Blow Out,9.0,that fireworks climax has to be one of the most hauntingly beautiful finales i've ever witnessed
for-a-few-dollars-more,chatterb0xd,For a Few Dollars More,9.0,"when the music stops, someone dies. that’s the rule."
bicycle-thieves,chatterb0xd,Bicycle Thieves,5.0,"a bicycle becomes everything when you have nothing. a father drags his son through Rome, looking for a piece of metal that meant dignity & a child watches a man become small right in front of his eyes, that’s the real theft no one talks about."
a-fistful-of-dollars,chatterb0xd,A Fistful of Dollars,8.0,"he walks into town, starts a gang war, leaves.absolute icon"
hard-boiled,chatterb0xd,Hard Boiled,9.0,"gun in one hand, baby in the other. no other human has multitasked this hard."
aftersun,chatterb0xd,Aftersun,9.0,"always say yes, you never know when it’s the last dance"
punch-drunk-love,chatterb0xd,Punch-Drunk Love,5.0,SHUT UP SHUT SHUT SHUT UP SHUT SHUT UP SHUT UP SHUT UP SHUT UP SHUT SHUT SHUT SHUT SHUT UP SHUT UP SHUT UP SHUT SHUT SHUT UP SHUT SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP!!!
magnolia,chatterb0xd,Magnolia,5.0,the sheer amount of cocaine one must’ve consumed to write this…
tourist-family,chatterb0xd,Tourist Family,8.0,mfs were really about to frame an innocent family for a terrorist attack
y-tu-mama-tambien,chatterb0xd,Y Tu Mamá También,8.0,"what’s more teenage than being horny, angry, and emotionally wrecked?"
sunset-boulevard,chatterb0xd,Sunset Boulevard,5.0,gotta serve looks before you serve a jail sentence
apur-sansar,chatterb0xd,Apur Sansar,5.0,"The World Of ApuChild. Teen. Adult. An entire lifetime in three films. Apur Sansar is not about what life gives. It’s about what it takes and yet what we choose to give back anyway.Journey From A Boy To A ManApu has lost too much by the time we meet him here. He’s not a little boy anymore, but he’s not a man either, not yet. Apu is an aspiring writer, trying to make ends meet. He drifts…"
star-wars,dumbsville,Star Wars,9.0,it’s ok
die-hard,dumbsville,Die Hard,8.0,Watched this movie with my romance movie-loving grandma cause she heard it was a “Christmas classic.” Seeing her reaction was my Christmas present.
raiders-of-the-lost-ark,dumbsville,Raiders of the Lost Ark,8.0,Bitch I’m in the fields call me indiana joooooones
raging-bull,dumbsville,Raging Bull,8.0,When you groom minors and get away with it
12-angry-men,dumbsville,12 Angry Men,5.0,Met a bad bitch at jury duty ✌️✌️🤪🤪🤪
its-such-a-beautiful-day,dumbsville,It's Such a Beautiful Day,5.0,"DUMBSY ESSAY TIMEI’m about to see this movie in an art house theater but before I do, I’m just gonna pre-log it.This is one of the best animated movies ever made. Don Hertzfeldt is a genius who is as introspective and ahead of his time as he is down to earth. I would like to know what he does for a living since his works are so niche and are almost artistically appalled by the idea of making…"
world-of-tomorrow-episode-three-the-absent-destinations-of-david-prime,dumbsville,World of Tomorrow Episode Three: The Absent Destinations of David Prime,9.0,Interdimensional time travel rizz
world-of-tomorrow-episode-two-the-burden-of-other-peoples-thoughts,dumbsville,World of Tomorrow Episode Two: The Burden of Other People's Thoughts,9.0,This reminded me of that Klonoa 2 mirror level
funeral-parade-of-roses,ilyclemmie,Funeral Parade of Roses,9.0,everyone was mugged hunni …
incident-2023,ilyclemmie,Incident,,terrifying
look-back-2024,ilyclemmie,Look Back,9.0,oh bitch wtf ....
parasite-2019,ilyclemmie,Parasite,5.0,flawless movies are rare but they exist …
how-to-train-your-dragon-2025,hzjoett,How to Train Your Dragon,9.0,I don’t know how people don’t like this movie
how-to-train-your-dragon-2025,hzjoett,How to Train Your Dragon,9.0,"Insane visuals and a score that almost made me cry. It may be pretty much the exact same movie as the animated version, but that’s exactly why it’s so good 😭🙏"
sinners-2025,hzjoett,Sinners,9.0,Ryan Coogler has never let me down
puss-in-boots-the-last-wish,hzjoett,Puss in Boots: The Last Wish,5.0,"If Shrek 5 has this level of quality, we might be looking at the greatest animated movie of all time 😭🙏"
harry-potter-and-the-deathly-hallows-part-2,hzjoett,Harry Potter and the Deathly Hallows: Part 2,5.0,Peak franchise
howls-moving-castle,hzjoett,Howl's Moving Castle,8.0,He didn’t howl once 🤔
the-wild-robot,hzjoett,The Wild Robot,5.0,Still the best movie so far this year
the-wild-robot,hzjoett,The Wild Robot,5.0,This is up there as one of the greatest animated movies of all time. Cried like 4 times
logan-2017,hzjoett,Logan,5.0,Yeah it’s still peak
jaws,eddyburback,Jaws,,"watching this again and at first I’m thinkin, “the mayor’s right??? What about all that profit wasted??”then midway through I’m like “oh wow okay maybe the mayor was wrong. Maybe this is a pretty big deal.”toward the end it was mostly “shark scary” and “sharks pretty big”saw it 35mm. got a small popcorn and a “just water” which stayed true to the label. honest advertising."
2001-a-space-odyssey,eddyburback,2001: A Space Odyssey,,"grok, give me a quick summary on why hal was bad"
chinatown,eddyburback,Chinatown,,this is exactly why I’ve refused to pay my LADWP bill for years
ed-wood,thejoshl,Ed Wood,5.0,"One of those rare perfect alignments of material and maker: an oddball-stylist with a deep passion for weirdos and old science-fiction/horror B-movies, and the ultimate symbol of both in the “worst director of all time” Edward D. Wood Jr. A true no-budget avant-garde outsider artist whose deployment of poverty row resources and every bizarre, meager and technically incompetent Halloween store trick he managed to improvise to get his films made; using stock/repeating footage, comically artificial sets/VFX, completely nonsensical dialogue for…"
aladdin,thejoshl,Aladdin,8.0,"Last seen on a worn-out VHS, at an age where I definitely had zero thoughts about Disney tastelessly borrowing a cultural setting/iconography for colorful slapstick purposes. Despite having some questionable feelings about that as an adult, finally seeing the gorgeous animation work on a better format/screen was honestly pretty overwhelming. The renaissance crew was at the height of their abilities when it came to storyboarding and art directing these complex sequences of motion and individual frames that were allowed to…"
pulp-fiction,thejoshl,Pulp Fiction,5.0,"First revisit in quite a while due to (similarly toReservoir Dogs) simply overplaying in my teenage cinephile years and having it memorized. The 30th anniversary last year however finally inspired me to finally pick up the 4K Blu-ray and give it another look, which felt a lot like hanging out/catching up with an old friend.Not sure anyone really needs to hear about the virtues of its intricate structure in both writing and formal construction; eccentric character hangout dialogue/performances;…"
the-truman-show,thejoshl,The Truman Show,8.0,"First watch since high school when, for whatever reason, Andrew Niccol was the God of English teacher core cinema where complex themes were put into a moderately clever/easily digestible science-fiction package (watched bothGattacaand this in that context), and my primary takeaway didn't run much deeper than that it was kind of weird to see Jim Carrey be sad. This dude was the Mask, and the Riddler and Ace Ventura to me—let him do the mugging!What most holds…"
all-quiet-on-the-western-front,thejoshl,All Quiet on the Western Front,5.0,"""I can't tell you anything you don't know. We live in the trenches out there. We fight. We try not to be killed. Sometimes we are. That's all.""The first (and still best) adaptation of Erich Maria Remarque's partially autobiographical recounting of the torturously bleak experience of serving in the German army trenches of WWI at the age of 18, a novel filled lots of disturbing ground level detail of what he witnesses but also a broader brutally pointed sadness…"
pride-prejudice,shutterisland,Pride & Prejudice,5.0,loved seeing this on the big screen 🫶❤️
sinners-2025,shutterisland,Sinners,9.0,this and nosferatu being the best films of the year so far - cinema is back and so is the recession
slumdog-millionaire,shutterisland,Slumdog Millionaire,9.0,did jai ho at a Zumba class and immediately came home and watched this
a-fistful-of-dollars,timtamtitus,A Fistful of Dollars,7.0,you should've gone for the head
hacksaw-ridge,timtamtitus,Hacksaw Ridge,8.0,he forrest gumped them outta there
how-to-train-your-dragon-2025,timtamtitus,How to Train Your Dragon,6.0,they really hit that Ctrl+C Ctrl+V
to-kill-a-mockingbird,timtamtitus,To Kill a Mockingbird,4.0,people today would tell boo radley to touch grass
network,timtamtitus,Network,3.0,more like 1200 angry people
sentimental-value-2025,timtamtitus,Sentimental Value,8.0,being the worst person in the world seems to run in the family
lilo-stitch,timtamtitus,Lilo & Stitch,9.0,mosquitoes inadvertently saved humanity
black-mirror-white-christmas,timtamtitus,Black Mirror: White Christmas,,thought that was callux for an embarrassingly long time
how-to-train-your-dragon-2025,timtamtitus,How to Train Your Dragon,6.0,that's not hiccup that's burp
brighter-days-ahead,timtamtitus,Brighter Days Ahead,,not brighter days inc. casually destroying core memories when joy and sadness risked literal death trying to save them
manchester-by-the-sea,timtamtitus,Manchester by the Sea,5.0,their band makes my ears bleed
ponyo,timtamtitus,Ponyo,8.0,and they told me crab sticks were artificial meat
sinners-2025,timtamtitus,Sinners,8.0,i didn't know that i wasstarvingtill i tasted you
adolescence-2025,timtamtitus,Adolescence,,i am very slightly pissed he missed half the words tossing the paint
how-to-train-your-dragon-2025,saunderst,How to Train Your Dragon,8.0,"Mason Thames did a great job in the leading role as Hiccup, reminding me of a young Andrew Garfield. Between this andThe Black Phone, he’s for sure a rising star in the next generation of the film industry.A very strong live adaptation to the animated masterpiece. Although it doesn’t quite reach the heights of its animated counter-piece, it honours it really well, with gorgeous cinematography on location in Northern Ireland. The CGI looks great in this movie and…"
sinners-2025,benmatthewempey,Sinners,9.0,Sold out show on a Wednesday two months into run. Cheering when it started and again when it ended. A real phenomenonBroadcast Newsvoice it moved me
petite-maman,matheusfiore,Petite Maman,7.0,"A Sciamma deve ser uma das melhores cineastas a trabalhar olhares no cinema de hoje. Tudo se constrói a partir de como mãe e filha se olham. Depois o mesmo se repete com duas crianças, mas com olhares perdidos, desamparados, que buscam na companhia uma da outra alguma resposta. Filme de amadurecimento muito bom, mas que não se limita a isso. É também um filme sobre como essas relações fraternais se comportam quando feridas. A cura para a alma da mãe é ver a assimilação da dor por parte da filha."
sinners-2025,matheusfiore,Sinners,1.0,"Eu desgostei tanto desse filme que minha vontade era não escrever nada, só fingir que ele não existiu. Mas vou deixar apenas um comentário bem curtinho, já que sempre tento deixar algo para além da estrelinha.A cena videoclipe do Sammy se apresentando e transcendendo o tempo sob os olhares dos vampiros brancos apresenta praticamente todos os pontos que o filme tem a discutir. Mas o que se constrói para além dela? O que o filme desenvolve sobre o assunto…"
city-of-god,matheusfiore,City of God,4.0,"Tava há um tempo sem ver e decidi revisitarCidade de Deus. Não mudou muita coisa, filme sobre ciclos de violência que ganha força na espontaneidade das atuações. Tá todo mundo bem aqui, mesmo que não tendo muito espaço pra ninguém ser realmente potencializado. Nessa revisita eu senti menos o peso da exploração da dor pela câmera. Acho que o Meirelles e a Kátia Lund encontraram um meio termo equilibrado de retratar a violência. Quando o Zé Pequeno manda o…"
carlitos-way,matheusfiore,Carlito's Way,5.0,"Quando Carlito encontra Gail, a atmosfera toda é transformada. Não há violência, não há narração, não há música alta. Parece que tudo reduz o tom, como se De Palma fizesse silêncio e observasse, como se reconhecesse que esse encontro de almas é capaz de eclipsar qualquer trama criminal, qualquer disputa de império, qualquer conflito com a justiça. Um amor que faz parecer pequeno tudo que não está na mesa com o casal. Um amor que redefine uma vida, que apura…"
return-of-the-jedi,matheusfiore,Return of the Jedi,4.0,"Os melhores e os piores momentos da saga original estão aqui. Apesar do roteiro horroroso (o máximo de profundidade que os Sith conseguem é “you don’t know the power of the dark side”), o Richard Marquand consegue colocar alguma alma naquele núcleo todo ali da Estrela da Morte.Só que tudo que circula essa cena é péssimo. O clímax inteiro é montado de forma paralela com esse conflito e a guerra no planeta dos Ewoks, e ali não tem nenhum…"
lilo-stitch,hauntedhippie,Lilo & Stitch,8.0,Not to be that guy but why on earth did Nani think it was a good time to adopt a dog
donnie-darko,franhoepfner,Donnie Darko,8.0,soooooo sad omg
the-man-who-wasnt-there-2001,thejoelynch,The Man Who Wasn't There,7.0,"INTOLERABLE CRUELTY and THE LADYKILLERS aside (hey, we all fly close to the sun sometimes), I hardly think there’s lesser-than Coen Brothers movies out there…more like “Quieter Coens” which applies to this noir homage that sometimes gets caught up in the technique of replicating the morality tales of the 40’s and 50’sThe cinematography is gorgeous, with the right amount of highlights, shadows and mid-grays made famous by these kinds of films back in the day (and to really get…"
stars-in-my-crown,thejoelynch,Stars in My Crown,7.0,"Director Jacques Tourneur is usually known for his horror films with Val Lewton, but this earnest (almost to a fault) drama about a turn of the century small town being affected by a new pistol-packing Parsons rolling into town with the word of god and a lot of tough love life lessons.Melodramatic but great dialogue and Joel McCrae is such a MANLY Man of God in a great role.Plus, any movie where two characters named “Uncle Famous” and “Chloroforn Wiggins” exchanging pleasantries is worth a viewing.Also…look at little Dean Stockwel….Crazy!Unconventionally Good film from a genre great."
